"Huo Qinghua","1565","2014","1996","China Kingho","chairman","coal","new","52","male","China","CHN","0.0","East Asia","privatized and resources","1.0","Resource Related","True","Mining and metals","not inherited","True","True"
"Li Denghai","1565","2014","1989","Shandong Denghai Seeds","founder","agriculture","new","64","male","China","CHN","0.0","East Asia","founder non-finance","1.0","Traded Sectors","True","Consumer","not inherited","True","True"
"Li Shuirong","1565","2014","1995","Rongsheng Petrochemical","chairman","petrochemicals","new","57","male","China","CHN","0.0","East Asia","executive","1.0","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Liu Xiaomeng","1565","2014","1990","Suning Group","investor","retail, home appliances","new","59","female","China","CHN","0.0","East Asia","executive","1.0","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Wang Jianfeng","1565","2014","2004","Ningo Joyson Electric","founder","auto parts","new","44","male","China","CHN","0.0","East Asia","founder non-finance","1.0","Traded Sectors","True","Consumer","not inherited","True","True"
"Wang Muqing","1565","2014","1999","China ZhengTong Auto Services","founder","auto retail","new","63","male","China","CHN","0.0","East Asia","founder non-finance","1.0","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Wang Yong","1565","2014","1986","Xiwang Group","founder","food sweeteners","new","63","male","China","CHN","0.0","East Asia","founder non-finance","1.0","Traded Sectors","True","Consumer","not inherited","True","True"
"Wu Xiong","1565","2014","1999","Biostime International Holdings","owner","infant formula","new","0","male","China","CHN","0.0","East Asia","executive","1.0","Traded Sectors","True","Consumer","not inherited","True","True"
"Yang Keng","1565","2014","0","Blue Ray Corp","chairman","real estate","new","53","male","China","CHN","0.0","East Asia","self-made finance","1.0","Financial","True","Real Estate","not inherited","True","True"
"Zhu Wenchen","1565","2014","1999","Furen Pharmaceutical Group","chairman","pharmaceuticals","new","48","male","China","CHN","0.0","East Asia","executive","1.0","New Sectors","True","Technology-Medical","not inherited","True","True"
