"","SIGLA_UF","NOME_MUNICIPIO","SIGLA_PARTIDO","NOME_PARTIDO","QTDE_VOTOS_NOMINAIS","leftist_party","date"
"972","BA","GUARATINGA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",6010,0,"2012-10-07"
"973","BA","SANTA RITA DE CÁSSIA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",6283,0,"2012-10-07"
"974","BA","NOVA VIÇOSA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",9650,0,"2012-10-07"
"975","BA","PINDAÍ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3855,0,"2012-10-07"
"976","BA","TERRA NOVA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",4148,0,"2012-10-07"
"977","BA","ITABUNA","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",529,1,"2012-10-07"
"978","BA","RIBEIRÃO DO LARGO","PSL","PARTIDO SOCIAL LIBERAL",20,0,"2012-10-07"
"979","BA","HELIÓPOLIS","PSC","PARTIDO SOCIAL CRISTÃO",4201,0,"2012-10-07"
"980","BA","ANTÔNIO GONÇALVES","PR","PARTIDO DA REPÚBLICA",3446,0,"2012-10-07"
"981","BA","JANDAÍRA","PR","PARTIDO DA REPÚBLICA",2368,0,"2012-10-07"
"982","BA","BOM JESUS DA LAPA","PPS","PARTIDO POPULAR SOCIALISTA",156,0,"2012-10-07"
"983","BA","SÃO FÉLIX DO CORIBE","PPS","PARTIDO POPULAR SOCIALISTA",27,0,"2012-10-07"
"984","BA","ITABUNA","DEM","DEMOCRATAS",19651,0,"2012-10-07"
"985","BA","MIGUEL CALMON","DEM","DEMOCRATAS",7530,0,"2012-10-07"
"986","BA","SALVADOR","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",1282,0,"2012-10-07"
"987","BA","SALVADOR","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",897,0,"2012-10-07"
"988","BA","ANDARAÍ","PSB","PARTIDO SOCIALISTA BRASILEIRO",4319,1,"2012-10-07"
"989","BA","CORRENTINA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",9159,0,"2012-10-07"
"990","BA","ITABERABA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",3562,0,"2012-10-07"
"991","BA","ITAPEBI","PSOL","PARTIDO SOCIALISMO E LIBERDADE",25,1,"2012-10-07"
"992","BA","RIBEIRA DO AMPARO","PSOL","PARTIDO SOCIALISMO E LIBERDADE",13,1,"2012-10-07"
"993","BA","SALVADOR","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1599,1,"2012-10-07"
"994","BA","SALVADOR","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1280,1,"2012-10-07"
"995","BA","IUIU","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3184,0,"2012-10-07"
"996","BA","ITAMBÉ","PSD","PARTIDO SOCIAL DEMOCRÁTICO",7731,0,"2012-10-07"
"997","BA","LAGOA REAL","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3870,0,"2012-10-07"
"998","BA","LIVRAMENTO DE NOSSA SENHORA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",11089,0,"2012-10-07"
"999","BA","PALMEIRAS","PSD","PARTIDO SOCIAL DEMOCRÁTICO",1927,0,"2012-10-07"
"1000","BA","LAPÃO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",8700,0,"2012-10-07"
"1001","BA","ITACARÉ","PC DO B","PARTIDO COMUNISTA DO BRASIL",3863,0,"2012-10-07"
"1002","BA","MUNIZ FERREIRA","PC DO B","PARTIDO COMUNISTA DO BRASIL",3146,0,"2012-10-07"
"1003","BA","SOUTO SOARES","PC DO B","PARTIDO COMUNISTA DO BRASIL",4556,0,"2012-10-07"
"1004","BA","WENCESLAU GUIMARÃES","PT DO B","PARTIDO TRABALHISTA DO BRASIL",122,0,"2012-10-07"
"1005","BA","ITUBERÁ","PRB","PARTIDO REPUBLICANO BRASILEIRO",90,0,"2012-10-07"
"1006","BA","SALVADOR","PRB","PARTIDO REPUBLICANO BRASILEIRO",4523,0,"2012-10-07"
"1007","BA","BROTAS DE MACAÚBAS","PP","PARTIDO PROGRESSISTA",3570,0,"2012-10-07"
"1008","BA","CACHOEIRA","PP","PARTIDO PROGRESSISTA",10341,0,"2012-10-07"
"1009","BA","INHAMBUPE","PP","PARTIDO PROGRESSISTA",8218,0,"2012-10-07"
"1010","BA","JAGUAQUARA","PP","PARTIDO PROGRESSISTA",12368,0,"2012-10-07"
"1011","BA","MORTUGABA","PP","PARTIDO PROGRESSISTA",3349,0,"2012-10-07"
"1012","BA","OLIVEIRA DOS BREJINHOS","PP","PARTIDO PROGRESSISTA",7897,0,"2012-10-07"
"1013","BA","RODELAS","PP","PARTIDO PROGRESSISTA",1864,0,"2012-10-07"
"1014","BA","SENTO SÉ","PP","PARTIDO PROGRESSISTA",651,0,"2012-10-07"
"1015","BA","GAVIÃO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1294,1,"2012-10-07"
"1016","BA","ALAGOINHAS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",24436,1,"2012-10-07"
"1017","BA","BOQUIRA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3298,1,"2012-10-07"
"1018","BA","CANDEIAS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3274,1,"2012-10-07"
"1019","BA","GONGOGI","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1625,1,"2012-10-07"
"1020","BA","IRAMAIA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3583,1,"2012-10-07"
"1021","BA","ITAJUÍPE","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",260,1,"2012-10-07"
"1022","BA","MATA DE SÃO JOÃO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",9030,1,"2012-10-07"
"1023","BA","NOVA SOURE","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",7628,1,"2012-10-07"
"1024","BA","UAUÁ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",7806,1,"2012-10-07"
"1025","BA","APORÁ","PT","PARTIDO DOS TRABALHADORES",5760,1,"2012-10-07"
"1026","BA","CONCEIÇÃO DO COITÉ","PT","PARTIDO DOS TRABALHADORES",21301,1,"2012-10-07"
"1027","BA","CRAVOLÂNDIA","PT","PARTIDO DOS TRABALHADORES",1830,1,"2012-10-07"
"1028","BA","ITAMARI","PT","PARTIDO DOS TRABALHADORES",2638,1,"2012-10-07"
"1029","BA","ITIÚBA","PT","PARTIDO DOS TRABALHADORES",10323,1,"2012-10-07"
"1030","BA","JAGUAQUARA","PT","PARTIDO DOS TRABALHADORES",11763,1,"2012-10-07"
"1031","BA","JAGUARIPE","PT","PARTIDO DOS TRABALHADORES",0,1,"2012-10-07"
"1032","BA","MONTE SANTO","PT","PARTIDO DOS TRABALHADORES",741,1,"2012-10-07"
"1033","BA","PARATINGA","PT","PARTIDO DOS TRABALHADORES",8092,1,"2012-10-07"
"1034","BA","PIRAÍ DO NORTE","PT","PARTIDO DOS TRABALHADORES",91,1,"2012-10-07"
"1035","BA","SALVADOR","PT","PARTIDO DOS TRABALHADORES",34312,1,"2012-10-07"
"1036","BA","SALVADOR","PT","PARTIDO DOS TRABALHADORES",21920,1,"2012-10-07"
"1037","BA","MADRE DE DEUS","PT","PARTIDO DOS TRABALHADORES",7931,1,"2012-10-07"
"1038","BA","BOTUPORÃ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3693,0,"2012-10-07"
"1039","BA","ITAMBÉ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5756,0,"2012-10-07"
"1040","BA","JACOBINA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",17429,0,"2012-10-07"
"1041","BA","RETIROLÂNDIA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2817,0,"2012-10-07"
"1042","BA","UBAITABA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5955,0,"2012-10-07"
"1043","BA","VITÓRIA DA CONQUISTA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",21857,0,"2012-10-07"
"1044","BA","CAMPO ALEGRE DE LOURDES","PSL","PARTIDO SOCIAL LIBERAL",7297,0,"2012-10-07"
"1045","BA","IRECÊ","PTN","PARTIDO TRABALHISTA NACIONAL",16738,0,"2012-10-07"
"1046","BA","MIGUEL CALMON","PSC","PARTIDO SOCIAL CRISTÃO",450,0,"2012-10-07"
"1047","BA","SÃO GONÇALO DOS CAMPOS","PSC","PARTIDO SOCIAL CRISTÃO",5152,0,"2012-10-07"
"1048","BA","SERRINHA","PSC","PARTIDO SOCIAL CRISTÃO",1224,0,"2012-10-07"
"1049","BA","CAPIM GROSSO","PR","PARTIDO DA REPÚBLICA",122,0,"2012-10-07"
"1050","BA","CÍCERO DANTAS","PR","PARTIDO DA REPÚBLICA",9974,0,"2012-10-07"
"1051","BA","SÁTIRO DIAS","PR","PARTIDO DA REPÚBLICA",4553,0,"2012-10-07"
"1052","BA","TANQUINHO","PR","PARTIDO DA REPÚBLICA",2335,0,"2012-10-07"
"1053","BA","VITÓRIA DA CONQUISTA","PPS","PARTIDO POPULAR SOCIALISTA",277,0,"2012-10-07"
"1054","BA","SALVADOR","DEM","DEMOCRATAS",19438,0,"2012-10-07"
"1055","BA","SALVADOR","DEM","DEMOCRATAS",33261,0,"2012-10-07"
"1056","BA","UBATÃ","PSDC","PARTIDO SOCIAL DEMOCRATA CRISTÃO",97,0,"2012-10-07"
"1057","BA","SALVADOR","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",869,0,"2012-10-07"
"1058","BA","ITACARÉ","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",0,0,"2012-10-07"
"1059","BA","ITAPÉ","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",169,0,"2012-10-07"
"1060","BA","CAMAMU","PSB","PARTIDO SOCIALISTA BRASILEIRO",6462,1,"2012-10-07"
"1061","BA","CANÁPOLIS","PSB","PARTIDO SOCIALISTA BRASILEIRO",1161,1,"2012-10-07"
"1062","BA","CANDEIAS","PSB","PARTIDO SOCIALISTA BRASILEIRO",2266,1,"2012-10-07"
"1063","BA","ITAETÉ","PSB","PARTIDO SOCIALISTA BRASILEIRO",4962,1,"2012-10-07"
"1064","BA","PEDRÃO","PSB","PARTIDO SOCIALISTA BRASILEIRO",1970,1,"2012-10-07"
"1065","BA","MUNDO NOVO","PV","PARTIDO VERDE",8,1,"2012-10-07"
"1066","BA","IBIASSUCÊ","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",3318,0,"2012-10-07"
"1067","BA","CRUZ DAS ALMAS","PSOL","PARTIDO SOCIALISMO E LIBERDADE",106,1,"2012-10-07"
"1068","BA","MATA DE SÃO JOÃO","PSOL","PARTIDO SOCIALISMO E LIBERDADE",176,1,"2012-10-07"
"1069","BA","MONTE SANTO","PSOL","PARTIDO SOCIALISMO E LIBERDADE",142,1,"2012-10-07"
"1070","BA","SALVADOR","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1296,1,"2012-10-07"
"1071","BA","SALVADOR","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1929,1,"2012-10-07"
"1072","BA","ANDARAÍ","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3298,0,"2012-10-07"
"1073","BA","CAMAMU","PSD","PARTIDO SOCIAL DEMOCRÁTICO",0,0,"2012-10-07"
"1074","BA","RIO DE CONTAS","PSD","PARTIDO SOCIAL DEMOCRÁTICO",4693,0,"2012-10-07"
"1075","BA","SÍTIO DO MATO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",2244,0,"2012-10-07"
"1076","BA","UIBAÍ","PSD","PARTIDO SOCIAL DEMOCRÁTICO",4453,0,"2012-10-07"
"1077","BA","TEIXEIRA DE FREITAS","PSD","PARTIDO SOCIAL DEMOCRÁTICO",26335,0,"2012-10-07"
"1078","BA","CAPELA DO ALTO ALEGRE","PC DO B","PARTIDO COMUNISTA DO BRASIL",3503,0,"2012-10-07"
"1079","BA","ICHU","PC DO B","PARTIDO COMUNISTA DO BRASIL",1916,0,"2012-10-07"
"1080","BA","SERRINHA","PT DO B","PARTIDO TRABALHISTA DO BRASIL",14203,0,"2012-10-07"
"1081","BA","SALVADOR","PRB","PARTIDO REPUBLICANO BRASILEIRO",4084,0,"2012-10-07"
"1082","BA","SERRINHA","PRB","PARTIDO REPUBLICANO BRASILEIRO",933,0,"2012-10-07"
"1083","BA","TABOCAS DO BREJO VELHO","PRB","PARTIDO REPUBLICANO BRASILEIRO",3977,0,"2012-10-07"
"1084","BA","BARRA","PP","PARTIDO PROGRESSISTA",13139,0,"2012-10-07"
"1085","BA","IBIRATAIA","PP","PARTIDO PROGRESSISTA",7497,0,"2012-10-07"
"1086","BA","MANOEL VITORINO","PP","PARTIDO PROGRESSISTA",159,0,"2012-10-07"
"1087","BA","PEDRO ALEXANDRE","PP","PARTIDO PROGRESSISTA",3245,0,"2012-10-07"
"1088","BA","TAPIRAMUTÁ","PP","PARTIDO PROGRESSISTA",4675,0,"2012-10-07"
"1089","BA","BOM JESUS DA LAPA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",11675,1,"2012-10-07"
"1090","BA","FEIRA DE SANTANA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",5249,1,"2012-10-07"
"1091","BA","IAÇU","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",831,1,"2012-10-07"
"1092","BA","ITAPÉ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2303,1,"2012-10-07"
"1093","BA","LAJEDO DO TABOCAL","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2301,1,"2012-10-07"
"1094","BA","MAIRI","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",6083,1,"2012-10-07"
"1095","BA","MUCURI","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",10771,1,"2012-10-07"
"1096","BA","PAU BRASIL","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3109,1,"2012-10-07"
"1097","BA","POJUCA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",14946,1,"2012-10-07"
"1098","BA","VITÓRIA DA CONQUISTA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4417,1,"2012-10-07"
"1099","BA","WENCESLAU GUIMARÃES","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",7155,1,"2012-10-07"
"1100","BA","JUSSARI","PT","PARTIDO DOS TRABALHADORES",2193,1,"2012-10-07"
"1101","BA","ANDORINHA","PT","PARTIDO DOS TRABALHADORES",3789,1,"2012-10-07"
"1102","BA","BARRA DO MENDES","PT","PARTIDO DOS TRABALHADORES",1803,1,"2012-10-07"
"1103","BA","CAMAMU","PT","PARTIDO DOS TRABALHADORES",0,1,"2012-10-07"
"1104","BA","CANDEIAS","PT","PARTIDO DOS TRABALHADORES",7876,1,"2012-10-07"
"1105","BA","DOM BASÍLIO","PT","PARTIDO DOS TRABALHADORES",126,1,"2012-10-07"
"1106","BA","PEDRO ALEXANDRE","PT","PARTIDO DOS TRABALHADORES",654,1,"2012-10-07"
"1107","BA","SALVADOR","PT","PARTIDO DOS TRABALHADORES",18157,1,"2012-10-07"
"1108","BA","SERRINHA","PT","PARTIDO DOS TRABALHADORES",24142,1,"2012-10-07"
"1109","BA","SÍTIO DO MATO","PT","PARTIDO DOS TRABALHADORES",1742,1,"2012-10-07"
"1110","BA","UBAÍRA","PT","PARTIDO DOS TRABALHADORES",6446,1,"2012-10-07"
"1111","BA","LUÍS EDUARDO MAGALHÃES","PTB","PARTIDO TRABALHISTA BRASILEIRO",937,0,"2012-10-07"
"1112","BA","ABARÉ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",4985,0,"2012-10-07"
"1113","BA","CANDEIAS","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",18912,0,"2012-10-07"
"1114","BA","ITUBERÁ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",7121,0,"2012-10-07"
"1115","BA","JANDAÍRA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3399,0,"2012-10-07"
"1116","BA","LAJE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5485,0,"2012-10-07"
"1117","BA","MALHADA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",4204,0,"2012-10-07"
"1118","BA","SALVADOR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",8128,0,"2012-10-07"
"1119","BA","SALVADOR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",6012,0,"2012-10-07"
"1120","BA","SALVADOR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5716,0,"2012-10-07"
"1121","BA","SALVADOR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5192,0,"2012-10-07"
"1122","BA","VALENÇA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",15010,0,"2012-10-07"
"1123","BA","IBICOARA","PSL","PARTIDO SOCIAL LIBERAL",5061,0,"2012-10-07"
"1124","BA","BUERAREMA","PTN","PARTIDO TRABALHISTA NACIONAL",313,0,"2012-10-07"
"1125","BA","CAMAÇARI","PTN","PARTIDO TRABALHISTA NACIONAL",23298,0,"2012-10-07"
"1126","BA","SENHOR DO BONFIM","PTN","PARTIDO TRABALHISTA NACIONAL",18353,0,"2012-10-07"
"1127","BA","CRISÓPOLIS","PSC","PARTIDO SOCIAL CRISTÃO",5808,0,"2012-10-07"
"1128","BA","RIACHÃO DAS NEVES","PSC","PARTIDO SOCIAL CRISTÃO",3327,0,"2012-10-07"
"1129","BA","CANÁPOLIS","PR","PARTIDO DA REPÚBLICA",2265,0,"2012-10-07"
"1130","BA","CANDEIAS","PR","PARTIDO DA REPÚBLICA",14099,0,"2012-10-07"
"1131","BA","CRISÓPOLIS","DEM","DEMOCRATAS",5353,0,"2012-10-07"
"1132","BA","FEIRA DE SANTANA","DEM","DEMOCRATAS",46112,0,"2012-10-07"
"1133","BA","NOVA VIÇOSA","DEM","DEMOCRATAS",9363,0,"2012-10-07"
"1134","BA","SANTO ESTEVÃO","PSDC","PARTIDO SOCIAL DEMOCRATA CRISTÃO",64,0,"2012-10-07"
"1135","BA","SALVADOR","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",1264,0,"2012-10-07"
"1136","BA","ITANHÉM","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",64,0,"2012-10-07"
"1137","BA","MAIQUINIQUE","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",2784,1,"2012-10-07"
"1138","BA","BARRO PRETO","PTC","PARTIDO TRABALHISTA CRISTÃO",0,0,"2012-10-07"
"1139","BA","BOM JESUS DA LAPA","PTC","PARTIDO TRABALHISTA CRISTÃO",256,0,"2012-10-07"
"1140","BA","ITAJUÍPE","PTC","PARTIDO TRABALHISTA CRISTÃO",89,0,"2012-10-07"
"1141","BA","BELO CAMPO","PSB","PARTIDO SOCIALISTA BRASILEIRO",3919,1,"2012-10-07"
"1142","BA","CANAVIEIRAS","PSB","PARTIDO SOCIALISTA BRASILEIRO",1616,1,"2012-10-07"
"1143","BA","NOVA CANAÃ","PSB","PARTIDO SOCIALISTA BRASILEIRO",4449,1,"2012-10-07"
"1144","BA","RIO REAL","PSB","PARTIDO SOCIALISTA BRASILEIRO",11701,1,"2012-10-07"
"1145","BA","SAUBARA","PSB","PARTIDO SOCIALISTA BRASILEIRO",4529,1,"2012-10-07"
"1146","BA","TEODORO SAMPAIO","PSB","PARTIDO SOCIALISTA BRASILEIRO",2236,1,"2012-10-07"
"1147","BA","CAMAMU","PRP","PARTIDO REPUBLICANO PROGRESSISTA",1673,0,"2012-10-07"
"1148","BA","IRARÁ","PRP","PARTIDO REPUBLICANO PROGRESSISTA",6391,0,"2012-10-07"
"1149","BA","CAMPO FORMOSO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",16097,0,"2012-10-07"
"1150","BA","SÃO JOSÉ DO JACUÍPE","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",3329,0,"2012-10-07"
"1151","BA","SALVADOR","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1970,1,"2012-10-07"
"1152","BA","SALVADOR","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1936,1,"2012-10-07"
"1153","BA","COARACI","PSD","PARTIDO SOCIAL DEMOCRÁTICO",333,0,"2012-10-07"
"1154","BA","CONCEIÇÃO DO JACUÍPE","PSD","PARTIDO SOCIAL DEMOCRÁTICO",8074,0,"2012-10-07"
"1155","BA","IBIRAPITANGA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",5121,0,"2012-10-07"
"1156","BA","ITAGIMIRIM","PSD","PARTIDO SOCIAL DEMOCRÁTICO",1607,0,"2012-10-07"
"1157","BA","JUSSARA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",4349,0,"2012-10-07"
"1158","BA","MAIQUINIQUE","PSD","PARTIDO SOCIAL DEMOCRÁTICO",2688,0,"2012-10-07"
"1159","BA","MUNIZ FERREIRA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",2727,0,"2012-10-07"
"1160","BA","PIRITIBA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",4847,0,"2012-10-07"
"1161","BA","VÁRZEA DO POÇO","PC DO B","PARTIDO COMUNISTA DO BRASIL",2853,0,"2012-10-07"
"1162","BA","ENTRE RIOS","PRB","PARTIDO REPUBLICANO BRASILEIRO",3426,0,"2012-10-07"
"1163","BA","SALVADOR","PRB","PARTIDO REPUBLICANO BRASILEIRO",7876,0,"2012-10-07"
"1164","BA","ANGICAL","PP","PARTIDO PROGRESSISTA",5298,0,"2012-10-07"
"1165","BA","CAMAÇARI","PP","PARTIDO PROGRESSISTA",4493,0,"2012-10-07"
"1166","BA","DOM MACEDO COSTA","PP","PARTIDO PROGRESSISTA",1474,0,"2012-10-07"
"1167","BA","IBIPITANGA","PP","PARTIDO PROGRESSISTA",2005,0,"2012-10-07"
"1168","BA","IRAQUARA","PP","PARTIDO PROGRESSISTA",6151,0,"2012-10-07"
"1169","BA","ITUAÇU","PP","PARTIDO PROGRESSISTA",3803,0,"2012-10-07"
"1170","BA","MACARANI","PP","PARTIDO PROGRESSISTA",2789,0,"2012-10-07"
"1171","BA","SANTO AMARO","PP","PARTIDO PROGRESSISTA",12971,0,"2012-10-07"
"1172","BA","BUERAREMA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3886,1,"2012-10-07"
"1173","BA","FEIRA DE SANTANA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4063,1,"2012-10-07"
"1174","BA","FEIRA DE SANTANA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4558,1,"2012-10-07"
"1175","BA","RIACHÃO DAS NEVES","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4672,1,"2012-10-07"
"1176","BA","SALINAS DA MARGARIDA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4176,1,"2012-10-07"
"1177","BA","ALAGOINHAS","PT","PARTIDO DOS TRABALHADORES",13855,1,"2012-10-07"
"1178","BA","BANZAÊ","PT","PARTIDO DOS TRABALHADORES",4112,1,"2012-10-07"
"1179","BA","CAMAÇARI","PT","PARTIDO DOS TRABALHADORES",30846,1,"2012-10-07"
"1180","BA","CENTRAL","PT","PARTIDO DOS TRABALHADORES",5355,1,"2012-10-07"
"1181","BA","IBOTIRAMA","PT","PARTIDO DOS TRABALHADORES",8984,1,"2012-10-07"
"1182","BA","ILHÉUS","PT","PARTIDO DOS TRABALHADORES",15398,1,"2012-10-07"
"1183","BA","INHAMBUPE","PT","PARTIDO DOS TRABALHADORES",11052,1,"2012-10-07"
"1184","BA","LAURO DE FREITAS","PT","PARTIDO DOS TRABALHADORES",36317,1,"2012-10-07"
"1185","BA","POTIRAGUÁ","PT","PARTIDO DOS TRABALHADORES",3142,1,"2012-10-07"
"1186","BA","RIBEIRA DO AMPARO","PT","PARTIDO DOS TRABALHADORES",3824,1,"2012-10-07"
"1187","BA","SALINAS DA MARGARIDA","PT","PARTIDO DOS TRABALHADORES",147,1,"2012-10-07"
"1188","BA","SALVADOR","PT","PARTIDO DOS TRABALHADORES",19067,1,"2012-10-07"
"1189","BA","SÃO DOMINGOS","PT","PARTIDO DOS TRABALHADORES",2827,1,"2012-10-07"
"1190","BA","SÃO GONÇALO DOS CAMPOS","PT","PARTIDO DOS TRABALHADORES",1845,1,"2012-10-07"
"1191","BA","VITÓRIA DA CONQUISTA","PT","PARTIDO DOS TRABALHADORES",25218,1,"2012-10-07"
"1192","BA","MANSIDÃO","PT","PARTIDO DOS TRABALHADORES",308,1,"2012-10-07"
"1193","BA","UTINGA","PTB","PARTIDO TRABALHISTA BRASILEIRO",3969,0,"2012-10-07"
"1194","BA","GAVIÃO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",39,0,"2012-10-07"
"1195","BA","FEIRA DA MATA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1727,0,"2012-10-07"
"1196","BA","PALMAS DE MONTE ALTO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",6141,0,"2012-10-07"
"1197","BA","PRESIDENTE DUTRA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5622,0,"2012-10-07"
"1198","BA","SALVADOR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",4745,0,"2012-10-07"
"1199","BA","TEOLÂNDIA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",4256,0,"2012-10-07"
"1200","BA","RAFAEL JAMBEIRO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",7168,0,"2012-10-07"
"1201","BA","BRUMADO","PSL","PARTIDO SOCIAL LIBERAL",19387,0,"2012-10-07"
"1202","BA","IBIRAPITANGA","PSL","PARTIDO SOCIAL LIBERAL",5057,0,"2012-10-07"
"1203","BA","JUAZEIRO","PSL","PARTIDO SOCIAL LIBERAL",1285,0,"2012-10-07"
"1204","BA","SÃO FÉLIX DO CORIBE","PSL","PARTIDO SOCIAL LIBERAL",175,0,"2012-10-07"
"1205","BA","UNA","PSL","PARTIDO SOCIAL LIBERAL",3281,0,"2012-10-07"
"1206","BA","ARAMARI","PR","PARTIDO DA REPÚBLICA",138,0,"2012-10-07"
"1207","BA","CONTENDAS DO SINCORÁ","PR","PARTIDO DA REPÚBLICA",1453,0,"2012-10-07"
"1208","BA","ITAPITANGA","PPS","PARTIDO POPULAR SOCIALISTA",85,0,"2012-10-07"
"1209","BA","CACULÉ","DEM","DEMOCRATAS",7537,0,"2012-10-07"
"1210","BA","FLORESTA AZUL","DEM","DEMOCRATAS",2811,0,"2012-10-07"
"1211","BA","IBIRAPUÃ","PTC","PARTIDO TRABALHISTA CRISTÃO",2381,0,"2012-10-07"
"1212","BA","CARDEAL DA SILVA","PSB","PARTIDO SOCIALISTA BRASILEIRO",2868,1,"2012-10-07"
